#;Grupo taxonômico;Ordem;Família;Espécie ou Subespécie;Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;RE;EX;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saiu da Categoria de Ameaça;Mantida a Categoria 2014  por não ter reavaliação ou validação
896;Anfíbios;Anura;Hylidae;Scinax alcatraz;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
897;Anfíbios;Anura;Hylidae;Scinax duartei;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
898;Anfíbios;Anura;Hylidae;Scinax faivovichi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
899;Anfíbios;Anura;Hylidae;Scinax muriciensis;;Dados Insuficientes (DD);Criticamente em Perigo (CR);;X;;;;;;;;X;;
900;Anfíbios;Anura;Hylidae;Scinax peixotoi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
901;Anfíbios;Anura;Hylidae;Scinax pinimus;Scinax pinima;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
902;Anfíbios;Anura;Hylidae;Sphaenorhynchus bromelicola;;Dados Insuficientes (DD);Em Perigo (EN);;;X;;;;;;;X;;
903;Anfíbios;Anura;Hylidae;Sphaenorhynchus cammaeus;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
904;Anfíbios;Anura;Hylidae;Sphaenorhynchus canga;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
905;Anfíbios;Anura;Hylidae;Xenohyla truncata;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
906;Anfíbios;Anura;Hylodidae;Crossodactylus boulengeri;;;Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
907;Anfíbios;Anura;Hylodidae;Crossodactylus dantei;;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;;;X;;;;
908;Anfíbios;Anura;Hylodidae;Crossodactylus dispar;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
909;Anfíbios;Anura;Hylodidae;Crossodactylus franciscanus;;;Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
910;Anfíbios;Anura;Hylodidae;Crossodactylus lutzorum;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
911;Anfíbios;Anura;Hylodidae;Hylodes glaber;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
912;Anfíbios;Anura;Hylodidae;Hylodes magalhaesi;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
913;Anfíbios;Anura;Hylodidae;Hylodes mertensi;;Dados Insuficientes (DD);Criticamente em Perigo (CR);;X;;;;;;;;X;;
914;Anfíbios;Anura;Hylodidae;Hylodes sazimai;;Menos Preocupante (LC);Em Perigo (EN);;;X;;;;;;;X;;
915;Anfíbios;Anura;Leiuperidae;Physalaemus soaresi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
916;Anfíbios;Anura;Leptodactylidae;Crossodactylodes itambe;;Dados Insuficientes (DD);Criticamente em Perigo (CR);;X;;;;;;;;X;;
917;Anfíbios;Anura;Leptodactylidae;Crossodactylodes izecksohni;;Dados Insuficientes (DD);Em Perigo (EN);;;X;;;;;;;X;;
918;Anfíbios;Anura;Leptodactylidae;Paratelmatobius lutzii;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
919;Anfíbios;Anura;Leptodactylidae;Physalaemus caete;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
920;Anfíbios;Anura;Leptodactylidae;Physalaemus maximus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
921;Anfíbios;Anura;Microhylidae;Chiasmocleis alagoana;Chiasmocleis alagoanus;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
922;Anfíbios;Anura;Odontophrynidae;Proceratophrys ararype;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
923;Anfíbios;Anura;Odontophrynidae;Proceratophrys moratoi;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
924;Anfíbios;Anura;Odontophrynidae;Proceratophrys palustris;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
925;Anfíbios;Anura;Odontophrynidae;Proceratophrys sanctaritae;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
926;Anfíbios;Anura;Phyllomedusidae;Hylomantis granulosa;Agalychnis granulosa;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
927;Anfíbios;Anura;Phyllomedusidae;Phrynomedusa fimbriata;;Extinta (EX);Extinta (EX);;;;;;X;X;;;;;
928;Anfíbios;Anura;Phyllomedusidae;Phrynomedusa marginata;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
929;Anfíbios;Anura;Phyllomedusidae;Phrynomedusa vanzolinii;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
930;Anfíbios;Anura;Phyllomedusidae;Pithecopus rusticus;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
931;Anfíbios;Anura;Strabomantidae;Holoaden bradei;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
932;Anfíbios;Anura;Strabomantidae;Holoaden luederwaldti;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
933;Anfíbios;Caudata;Plethodontidae;Bolitoglossa paraensis;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
934;Répteis;Squamata;Amphisbaenidae;Amphisbaena arda;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
935;Répteis;Squamata;Amphisbaenidae;Amphisbaena frontalis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
936;Répteis;Squamata;Amphisbaenidae;Amphisbaena nigricauda;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
937;Répteis;Squamata;Amphisbaenidae;Amphisbaena supernumeraria;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
938;Répteis;Squamata;Amphisbaenidae;Amphisbaena uroxena;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
939;Répteis;Squamata;Amphisbaenidae;Leposternon kisteumacheri;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
940;Répteis;Squamata;Amphisbaenidae;Leposternon octostegum;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
941;Répteis;Squamata;Amphisbaenidae;Leposternon scutigerum;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
942;Répteis;Squamata;Boidae;Corallus cropanii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
943;Répteis;Squamata;Dactyloidae;Dactyloa nasofrontalis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
944;Répteis;Squamata;Dactyloidae;Dactyloa pseudotigrina;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
945;Répteis;Squamata;Dipsadidae;Apostolepis arenaria;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
946;Répteis;Squamata;Dipsadidae;Apostolepis gaboi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
947;Répteis;Squamata;Dipsadidae;Apostolepis quirogai;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
948;Répteis;Squamata;Dipsadidae;Apostolepis serrana;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
949;Répteis;Squamata;Dipsadidae;Apostolepis striata;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
950;Répteis;Squamata;Dipsadidae;Atractus caete;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
951;Répteis;Squamata;Dipsadidae;Atractus hoogmoedi;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
952;Répteis;Squamata;Dipsadidae;Atractus ronnie;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
953;Répteis;Squamata;Dipsadidae;Atractus serranus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
954;Répteis;Squamata;Dipsadidae;Atractus thalesdelemai;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
955;Répteis;Squamata;Dipsadidae;Calamodontophis paucidens;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
956;Répteis;Squamata;Dipsadidae;Calamodontophis ronaldoi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
957;Répteis;Squamata;Dipsadidae;Ditaxodon taeniatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
958;Répteis;Squamata;Dipsadidae;Echinanthera cephalomaculata;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
959;Répteis;Squamata;Dipsadidae;Hydrodynastes melanogigas;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
960;Répteis;Squamata;Dipsadidae;Phalotris multipunctatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
961;Répteis;Squamata;Dipsadidae;Philodryas livida;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
962;Répteis;Squamata;Dipsadidae;Rodriguesophis chui;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
963;Répteis;Squamata;Dipsadidae;Rodriguesophis scriptorcibatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
964;Répteis;Squamata;Gymnophthalmidae;Bachia didactyla;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
965;Répteis;Squamata;Gymnophthalmidae;Bachia psamophila;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
966;Répteis;Squamata;Gymnophthalmidae;Calyptommatus leiolepis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
967;Répteis;Squamata;Gymnophthalmidae;Calyptommatus nicterus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
968;Répteis;Squamata;Gymnophthalmidae;Calyptommatus sinebrachiatus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
969;Répteis;Squamata;Gymnophthalmidae;Colobodactylus dalcyanus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
970;Répteis;Squamata;Gymnophthalmidae;Heterodactylus lundii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
971;Répteis;Squamata;Gymnophthalmidae;Heterodactylus septentrionalis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
972;Répteis;Squamata;Gymnophthalmidae;Leposoma annectans;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
973;Répteis;Squamata;Gymnophthalmidae;Leposoma baturitensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
974;Répteis;Squamata;Gymnophthalmidae;Leposoma nanodactylus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
975;Répteis;Squamata;Gymnophthalmidae;Leposoma puk;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
976;Répteis;Squamata;Gymnophthalmidae;Placosoma cipoense;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
977;Répteis;Squamata;Gymnophthalmidae;Procellosaurinus tetradactylus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
978;Répteis;Squamata;Leiosauridae;Enyalius erythroceneus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
979;Répteis;Squamata;Liolaemidae;Liolaemus arambarensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
980;Répteis;Squamata;Liolaemidae;Liolaemus lutzae;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
981;Répteis;Squamata;Liolaemidae;Liolaemus occipitalis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
982;Répteis;Squamata;Mabuyidae;Brasiliscincus caissara;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
983;Répteis;Squamata;Phyllodactylidae;Homonota uruguayensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
984;Répteis;Squamata;Sphaerodactylidae;Coleodactylus natalensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
985;Répteis;Squamata;Sphaerodactylidae;Gonatodes tapajonicus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
986;Répteis;Squamata;Teiidae;Ameiva parecis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
987;Répteis;Squamata;Teiidae;Ameivula nativo;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
988;Répteis;Squamata;Teiidae;Contomastix vacariensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
989;Répteis;Squamata;Teiidae;Glaucomastix abaetensis;Ameivula abaetensis;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
990;Répteis;Squamata;Teiidae;Glaucomastix littoralis;Ameivula littoralis;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
991;Répteis;Squamata;Teiidae;Kentropyx vanzoi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
992;Répteis;Squamata;Tropidophiidae;Tropidophis grapiuna;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
993;Répteis;Squamata;Tropiduridae;Eurolophosaurus amathites;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
994;Répteis;Squamata;Tropiduridae;Stenocercus azureus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
995;Répteis;Squamata;Tropiduridae;Stenocercus dumerilii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
996;Répteis;Squamata;Tropiduridae;Tropidurus erythrocephalus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
997;Répteis;Squamata;Tropiduridae;Tropidurus hygomi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
998;Répteis;Squamata;Tropiduridae;Tropidurus imbituba;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
999;Répteis;Squamata;Tropiduridae;Tropidurus psammonastes;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1000;Répteis;Squamata;Typhlopidae;Amerotyphlops amoipira;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
1001;Répteis;Squamata;Typhlopidae;Amerotyphlops paucisquamus;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
1002;Répteis;Squamata;Typhlopidae;Amerotyphlops yonenagae;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
1003;Répteis;Squamata;Viperidae;Bothrops alcatraz;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
1004;Répteis;Squamata;Viperidae;Bothrops insularis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
1005;Répteis;Squamata;Viperidae;Bothrops muriciensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1006;Répteis;Squamata;Viperidae;Bothrops otavioi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
1007;Répteis;Squamata;Viperidae;Bothrops pirajai;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1008;Répteis;Testudines;Chelidae;Mesoclemmys hogei;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
1009;Répteis;Testudines;Cheloniidae;Caretta caretta;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
1010;Répteis;Testudines;Cheloniidae;Chelonia mydas;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
1011;Répteis;Testudines;Cheloniidae;Eretmochelys imbricata;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
1012;Répteis;Testudines;Cheloniidae;Lepidochelys olivacea;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
1013;Répteis;Testudines;Dermochelyidae;Dermochelys coriacea;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1014;Aves;Accipitriformes;Accipitridae;Amadonastur lacernulatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1015;Aves;Accipitriformes;Accipitridae;Circus cinereus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
1016;Aves;Accipitriformes;Accipitridae;Harpia harpyja;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
1017;Aves;Accipitriformes;Accipitridae;Leptodon forbesi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1018;Aves;Accipitriformes;Accipitridae;Morphnus guianensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
1019;Aves;Accipitriformes;Accipitridae;Urubitinga coronata;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1020;Aves;Anseriformes;Anatidae;Mergus octosetaceus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1021;Aves;Apodiformes;Trochilidae;Augastes lumachella;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1022;Aves;Apodiformes;Trochilidae;Campylopterus calcirupicola;;;Em Perigo (EN);;;X;;;;;;;X;;
1023;Aves;Apodiformes;Trochilidae;Colibri delphinae greenewalti;;;Em Perigo (EN);;;X;;;;;;;X;;
1024;Aves;Apodiformes;Trochilidae;Discosura langsdorffi langsdorffi;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1025;Aves;Apodiformes;Trochilidae;Glaucis dohrnii;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
1026;Aves;Apodiformes;Trochilidae;Lophornis gouldii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1027;Aves;Apodiformes;Trochilidae;Phaethornis aethopygus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
1028;Aves;Apodiformes;Trochilidae;Phaethornis bourcieri major;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1029;Aves;Apodiformes;Trochilidae;Phaethornis margarettae;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1030;Aves;Apodiformes;Trochilidae;Phaethornis margarettae camargoi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
1031;Aves;Apodiformes;Trochilidae;Thalurania watertonii;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1032;Aves;Caprimulgiformes;Caprimulgidae;Hydropsalis candicans;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
1033;Aves;Caprimulgiformes;Caprimulgidae;Nyctiprogne vielliardi;Hydropsalis vielliardi;;Em Perigo (EN);;;X;;;;;;;X;;
1034;Aves;Charadriiformes;Burhinidae;Burhinus bistriatus;;Menos Preocupante (LC);Vulnerável (VU);;;;X;;;;;;X;;
1035;Aves;Charadriiformes;Charadriidae;Charadrius wilsonia;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1036;Aves;Charadriiformes;Scolopacidae;Calidris canutus;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
1037;Aves;Charadriiformes;Scolopacidae;Calidris pusilla;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1038;Aves;Charadriiformes;Scolopacidae;Calidris subruficollis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1039;Aves;Charadriiformes;Scolopacidae;Limnodromus griseus;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
1040;Aves;Charadriiformes;Scolopacidae;Numenius borealis;;Regionalmente Extinta (RE);Regionalmente Extinta (RE);;;;;X;;X;;;;;
1041;Aves;Charadriiformes;Scolopacidae;Numenius hudsonicus;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
1042;Aves;Charadriiformes;Sternidae;Sterna dougallii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1043;Aves;Charadriiformes;Sternidae;Sterna hirundinacea;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1044;Aves;Charadriiformes;Sternidae;Thalasseus acuflavidus;;Menos Preocupante (LC);Vulnerável (VU);;;;X;;;;;;X;;
1045;Aves;Charadriiformes;Sternidae;Thalasseus maximus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1046;Aves;Ciconiiformes;Procellariidae;Pterodroma madeira;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1047;Aves;Columbiformes;Columbidae;Claravis geoffroyi;;Criticamente em Perigo (CR)(PEX);Criticamente em Perigo (CR)(PEX);;X;;;;;X;;;;;
1048;Aves;Columbiformes;Columbidae;Columbina cyanopis;;Criticamente em Perigo (CR)(PEX);Criticamente em Perigo (CR);;X;;;;;;;X;;;
1049;Aves;Coraciiformes;Momotidae;Momotus momota marcgraviana;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1050;Aves;Cuculiformes;Cuculidae;Neomorphus geoffroyi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
1051;Aves;Cuculiformes;Cuculidae;Neomorphus geoffroyi amazonicus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1052;Aves;Cuculiformes;Cuculidae;Neomorphus geoffroyi dulcis;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
1053;Aves;Cuculiformes;Cuculidae;Neomorphus geoffroyi geoffroyi;;Criticamente em Perigo (CR)(PEX);Criticamente em Perigo (CR)(PEX);;X;;;;;X;;;;;
1054;Aves;Cuculiformes;Cuculidae;Neomorphus squamiger;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1055;Aves;Galbuliformes;Bucconidae;Malacoptila striata minor;;;Vulnerável (VU);;;;X;;;;;;X;;
1056;Aves;Galbuliformes;Bucconidae;Monasa morphoeus morphoeus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1057;Aves;Galliformes;Cracidae;Aburria cujubi;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
1058;Aves;Galliformes;Cracidae;Aburria jacutinga;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1059;Aves;Galliformes;Cracidae;Crax blumenbachii;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
1060;Aves;Galliformes;Cracidae;Crax fasciolata pinima;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1061;Aves;Galliformes;Cracidae;Crax globulosa;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1062;Aves;Galliformes;Cracidae;Ortalis guttata remota;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1063;Aves;Galliformes;Cracidae;Pauxi mitu;;Extinta na Natureza (EW);Extinta na Natureza (EW);X;;;;;;X;;;;;
1064;Aves;Galliformes;Cracidae;Penelope jacucaca;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1065;Aves;Galliformes;Cracidae;Penelope ochrogaster;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
1066;Aves;Galliformes;Cracidae;Penelope pileata;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1067;Aves;Galliformes;Cracidae;Penelope superciliaris alagoensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
1068;Aves;Galliformes;Odontophoridae;Odontophorus capueira plumbeicollis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1069;Aves;Gruiformes;Psophiidae;Psophia dextralis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1070;Aves;Gruiformes;Psophiidae;Psophia interjecta;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
1071;Aves;Gruiformes;Psophiidae;Psophia obscura;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1072;Aves;Gruiformes;Rallidae;Laterallus xenopterus;;Dados Insuficientes (DD);Em Perigo (EN);;;X;;;;;;;X;;
1073;Aves;Gruiformes;Rallidae;Porzana spiloptera;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
1074;Aves;Nyctibiiformes;Nyctibiidae;Nyctibius aethereus aethereus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1075;Aves;Nyctibiiformes;Nyctibiidae;Nyctibius leucopterus;Nyctibius leucopterus;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
1076;Aves;Passeriformes;Cardinalidae;Caryothraustes canadensis frontalis;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
1077;Aves;Passeriformes;Cardinalidae;Granatellus pelzelni paraenses;;;Vulnerável (VU);;;;X;;;;;;X;;
1078;Aves;Passeriformes;Conopophagidae;Conopophaga cearae;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
1079;Aves;Passeriformes;Conopophagidae;Conopophaga lineata lineata;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1080;Aves;Passeriformes;Conopophagidae;Conopophaga melanops nigrifrons;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
1081;Aves;Passeriformes;Corvidae;Cyanocorax hafferi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1082;Aves;Passeriformes;Cotingidae;Calyptura cristata;;Criticamente em Perigo (CR)(PEX);Criticamente em Perigo (CR)(PEX);;X;;;;;X;;;;;
1083;Aves;Passeriformes;Cotingidae;Carpornis melanocephala;;Vulnerável (VU);Quase Ameaçada (NT);;;;;;;;;;;X;
1084;Aves;Passeriformes;Cotingidae;Cotinga maculata;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
1085;Aves;Passeriformes;Cotingidae;Lipaugus conditus;Tijuca condita;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1086;Aves;Passeriformes;Cotingidae;Procnias albus wallacei;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1087;Aves;Passeriformes;Cotingidae;Xipholena atropurpurea;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1088;Aves;Passeriformes;Cotingidae;Xipholena lamellipennis;;Menos Preocupante (LC);Vulnerável (VU);;;;X;;;;;;X;;
1089;Aves;Passeriformes;Dendrocolaptidae;Campylorhamphus cardosoi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1090;Aves;Passeriformes;Dendrocolaptidae;Campylorhamphus multostriatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
1091;Aves;Passeriformes;Dendrocolaptidae;Campylorhamphus trochilirostris trochilirostris;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
